index,rtt_ns,server_latency_ns,addr
217,37331,8,0x1457ef80
218,35731,8,0x1461acc0
219,36695,8,0x146b6a00
220,37239,8,0x14752740
221,37086,8,0x147ee480
222,36036,8,0x1488a1c0
223,36410,8,0x14925f00
224,37645,8,0x149c1c40
225,38154,8,0x14a5d980
226,37278,8,0x14af96c0
227,40995,8,0x14b95400
228,37600,8,0x14c31140
229,36480,8,0x14ccce80
230,35757,8,0x14d68bc0
231,36294,8,0x14e04900
232,36718,8,0x14ea0640
233,36763,8,0x14f3c380
234,37031,8,0x14fd80c0
235,36969,8,0x15073e00
236,36976,8,0x1510fb40
237,37382,8,0x151ab880
238,35889,8,0x152475c0
239,36824,8,0x152e3300
240,36313,8,0x1537f040
241,37090,8,0x1541ad80
242,37078,8,0x154b6ac0
243,40410,8,0x15552800
244,37082,8,0x155ee540
245,36885,8,0x1568a280
246,36023,8,0x15725fc0
247,36992,8,0x157c1d00
248,37758,8,0x1585da40
249,36808,8,0x158f9780
250,36437,8,0x159954c0
251,37494,8,0x15a31200
252,37581,8,0x15accf40
253,36645,8,0x15b68c80
254,36275,8,0x15c049c0
255,35532,8,0x15ca0700
256,37389,8,0x15d3c440
257,37716,8,0x15dd8180
258,36791,8,0x15e73ec0
259,40749,8,0x15f0fc00
260,37093,8,0x15fab940
261,37161,8,0x16047680
262,37226,8,0x160e33c0
263,36330,8,0x1617f100
264,36501,8,0x1621ae40
265,37247,8,0x162b6b80
266,36673,8,0x163528c0
267,37501,8,0x163ee600
268,37640,8,0x1648a340
269,37370,8,0x16526080
270,37945,8,0x165c1dc0
271,36497,8,0x1665db00
272,36861,8,0x166f9840
273,36749,8,0x16795580
274,36869,8,0x168312c0
275,40052,8,0x168cd000
276,43376,8,0x16968d40
277,37301,8,0x16a04a80
278,38096,8,0x16aa07c0
279,36827,8,0x16b3c500
280,35931,8,0x16bd8240
281,36921,8,0x16c73f80
282,36072,8,0x16d0fcc0
283,37445,8,0x16daba00
284,36848,8,0x16e47740
285,36666,8,0x16ee3480
286,37315,8,0x16f7f1c0
287,37207,8,0x1701af00
288,36081,8,0x170b6c40
289,37617,8,0x17152980
290,35924,8,0x171ee6c0
291,41485,8,0x1728a400
292,36205,8,0x17326140
293,37470,8,0x173c1e80
294,35838,8,0x1745dbc0
295,36822,8,0x174f9900
296,36909,8,0x17595640
297,36124,8,0x17631380
298,35804,8,0x176cd0c0
299,36899,8,0x17768e00
300,36140,8,0x17804b40
301,37944,8,0x178a0880
302,35471,8,0x1793c5c0
303,36987,8,0x179d8300
304,37645,8,0x17a74040
305,36296,8,0x17b0fd80
306,35289,8,0x17babac0
307,41952,8,0x17c47800
308,36678,8,0x17ce3540
309,36608,8,0x17d7f280
310,35951,8,0x17e1afc0
311,36765,8,0x17eb6d00
312,37330,8,0x17f52a40
313,36462,8,0x17fee780
314,35667,8,0x1808a4c0
315,37122,8,0x18126200
316,37871,8,0x181c1f40
317,37825,8,0x1825dc80
318,36382,8,0x182f99c0
319,36891,8,0x18395700
320,37412,8,0x18431440
321,36316,8,0x184cd180
322,35986,8,0x18568ec0
323,44053,8,0x18604c00
324,36815,8,0x186a0940
325,37006,8,0x1873c680
326,34734,8,0x187d83c0
327,37290,8,0x18874100
328,37027,8,0x1890fe40
329,36145,8,0x189abb80
330,35797,8,0x18a478c0
331,37045,8,0x18ae3600
332,37956,8,0x18b7f340
333,36681,8,0x18c1b080
334,35888,8,0x18cb6dc0
335,37494,8,0x18d52b00
336,37740,8,0x18dee840
337,36229,8,0x18e8a580
338,36214,8,0x18f262c0
339,41744,8,0x18fc2000
340,36771,8,0x1905dd40
341,36176,8,0x190f9a80
342,35774,8,0x191957c0
343,37362,8,0x19231500
344,36441,8,0x192cd240
345,36455,8,0x19368f80
346,35386,8,0x19404cc0
347,36845,8,0x194a0a00
348,36530,8,0x1953c740
349,35745,8,0x195d8480
350,36633,8,0x196741c0
351,37006,8,0x1970ff00
352,49060,8,0x197abc40
353,35907,8,0x19847980
354,35170,8,0x198e36c0
355,40631,8,0x1997f400
356,35744,8,0x19a1b140
357,35076,8,0x19ab6e80
358,35815,8,0x19b52bc0
359,37003,8,0x19bee900
360,36867,8,0x19c8a640
361,35470,8,0x19d26380
362,36426,8,0x19dc20c0
363,37256,8,0x19e5de00
364,37547,8,0x19ef9b40
365,35323,8,0x19f95880
366,35926,8,0x1a0315c0
367,36677,8,0x1a0cd300
368,36620,8,0x1a169040
369,36828,8,0x1a204d80
370,36160,8,0x1a2a0ac0
371,40857,8,0x1a33c800
372,36166,8,0x1a3d8540
373,36235,8,0x1a474280
374,35199,8,0x1a50ffc0
375,35947,8,0x1a5abd00
376,35712,8,0x1a647a40
377,36983,8,0x1a6e3780
378,35795,8,0x1a77f4c0
379,36277,8,0x1a81b200
380,44445,8,0x1a8b6f40
381,36637,8,0x1a952c80
382,36531,8,0x1a9ee9c0
383,36341,8,0x1aa8a700
384,36202,8,0x1ab26440
385,36650,8,0x1abc2180
386,37314,8,0x1ac5dec0
387,39422,8,0x1acf9c00
388,36118,8,0x1ad95940
389,36494,8,0x1ae31680
390,36493,8,0x1aecd3c0
391,35355,8,0x1af69100
392,35266,8,0x1b004e40
393,35694,8,0x1b0a0b80
394,37509,8,0x1b13c8c0
395,35293,8,0x1b1d8600
396,36450,8,0x1b274340
397,36114,8,0x1b310080
398,36542,8,0x1b3abdc0
399,35257,8,0x1b447b00
400,36197,8,0x1b4e3840
401,35517,8,0x1b57f580
402,36538,8,0x1b61b2c0
403,40108,8,0x1b6b7000
404,36487,8,0x1b752d40
405,36048,8,0x1b7eea80
406,36575,8,0x1b88a7c0
407,36903,8,0x1b926500
408,36770,8,0x1b9c2240
409,36296,8,0x1ba5df80
410,35596,8,0x1baf9cc0
411,35625,8,0x1bb95a00
412,36424,8,0x1bc31740
413,36059,8,0x1bccd480
414,36082,8,0x1bd691c0
415,35882,8,0x1be04f00
416,35115,8,0x1bea0c40
417,36493,8,0x1bf3c980
418,36435,8,0x1bfd86c0
419,40525,8,0x1c074400
420,36167,8,0x1c110140
421,36870,8,0x1c1abe80
422,37346,8,0x1c247bc0
423,36181,8,0x1c2e3900
424,36187,8,0x1c37f640
425,35891,8,0x1c41b380
426,36351,8,0x1c4b70c0
427,37216,8,0x1c552e00
428,36527,8,0x1c5eeb40
429,36173,8,0x1c68a880
430,56597,8,0x1c7265c0
431,34201,8,0x1c7c2300
432,34714,8,0x1c85e040
433,34205,8,0x1c8f9d80
434,35510,8,0x1c995ac0
435,39276,8,0x1ca31800
436,34520,8,0x1cacd540
437,34844,8,0x1cb69280
438,35302,8,0x1cc04fc0
439,34276,8,0x1cca0d00
440,34686,8,0x1cd3ca40
441,34636,8,0x1cdd8780
442,35156,8,0x1ce744c0
443,35401,8,0x1cf10200
444,35187,8,0x1cfabf40
445,34895,8,0x1d047c80
446,35052,8,0x1d0e39c0
447,35228,8,0x1d17f700
448,34128,8,0x1d21b440
449,35208,8,0x1d2b7180
450,35406,8,0x1d352ec0
451,38596,8,0x1d3eec00
452,34750,8,0x1d48a940
453,34067,8,0x1d526680
454,35288,8,0x1d5c23c0
455,34812,8,0x1d65e100
456,34593,8,0x1d6f9e40
457,34745,8,0x1d795b80
458,35249,8,0x1d8318c0
459,35138,8,0x1d8cd600
460,35270,8,0x1d969340
461,34148,8,0x1da05080
462,35520,8,0x1daa0dc0
463,34961,8,0x1db3cb00
464,33471,8,0x1dbd8840
465,34107,8,0x1dc74580
466,35080,8,0x1dd102c0
467,38824,8,0x1ddac000
468,34096,8,0x1de47d40
469,34125,8,0x1dee3a80
470,35789,8,0x1df7f7c0
471,34827,8,0x1e01b500
472,34387,8,0x1e0b7240
473,34715,8,0x1e152f80
474,34708,8,0x1e1eecc0
475,35276,8,0x1e28aa00
476,35263,8,0x1e326740
477,34429,8,0x1e3c2480
478,35415,8,0x1e45e1c0
479,35263,8,0x1e4f9f00
480,34171,8,0x1e595c40
481,35531,8,0x1e631980
482,35541,8,0x1e6cd6c0
483,38357,8,0x1e769400
484,34214,8,0x1e805140
485,34987,8,0x1e8a0e80
486,35885,8,0x1e93cbc0
487,34947,8,0x1e9d8900
488,39955,8,0x1ea74640
489,37251,8,0x1eb10380
490,34501,8,0x1ebac0c0
491,33603,8,0x1ec47e00
492,34093,8,0x1ece3b40
493,35584,8,0x1ed7f880
494,35320,8,0x1ee1b5c0
495,34572,8,0x1eeb7300
496,34651,8,0x1ef53040
497,35058,8,0x1efeed80
498,34276,8,0x1f08aac0
499,38326,8,0x1f126800
500,35243,8,0x1f1c2540
501,34902,8,0x1f25e280
502,35382,8,0x1f2f9fc0
503,34889,8,0x1f395d00
504,34810,8,0x1f431a40
505,35072,8,0x1f4cd780
506,35607,8,0x1f5694c0
507,34406,8,0x1f605200
508,34721,8,0x1f6a0f40
509,34157,8,0x1f73cc80
510,34407,8,0x1f7d89c0
511,34703,8,0x1f874700
512,35140,8,0x1f910440
513,36066,8,0x1f9ac180
514,34350,8,0x1fa47ec0
515,37945,8,0x1fae3c00
516,33928,8,0x1fb7f940
517,33733,8,0x1fc1b680
518,34739,8,0x1fcb73c0
519,35153,8,0x1fd53100
520,34575,8,0x1fdeee40
521,34426,8,0x1fe8ab80
522,34939,8,0x1ff268c0
523,34549,8,0x1ffc2600
524,34423,8,0x2005e340
525,34220,8,0x200fa080
526,34502,8,0x20195dc0
527,34651,8,0x20231b00
528,34637,8,0x202cd840
529,35277,8,0x20369580
530,35931,8,0x204052c0
531,38390,8,0x204a1000
532,34689,8,0x2053cd40
533,34671,8,0x205d8a80
534,34841,8,0x206747c0
535,35578,8,0x20710500
536,34993,8,0x207ac240
537,34345,8,0x20847f80
538,34791,8,0x208e3cc0
539,34418,8,0x2097fa00
540,34503,8,0x20a1b740
541,34638,8,0x20ab7480
542,36092,8,0x20b531c0
543,34933,8,0x20beef00
544,35096,8,0x20c8ac40
545,35924,8,0x20d26980
546,34917,8,0x20dc26c0
547,37860,8,0x20e5e400
548,33328,8,0x20efa140
549,35289,8,0x20f95e80
550,34764,8,0x21031bc0
551,34879,8,0x210cd900
552,34947,8,0x21169640
553,34657,8,0x21205380
554,34560,8,0x212a10c0
555,34093,8,0x2133ce00
556,34249,8,0x213d8b40
557,35592,8,0x21474880
558,35109,8,0x215105c0
559,34650,8,0x215ac300
560,34778,8,0x21648040
561,34993,8,0x216e3d80
562,35869,8,0x2177fac0
563,40195,8,0x2181b800
564,34284,8,0x218b7540
565,35018,8,0x21953280
566,35072,8,0x219eefc0
567,34526,8,0x21a8ad00
568,34714,8,0x21b26a40
569,36269,8,0x21bc2780
570,34597,8,0x21c5e4c0
571,33671,8,0x21cfa200
572,33713,8,0x21d95f40
573,35515,8,0x21e31c80
574,34144,8,0x21ecd9c0
575,34321,8,0x21f69700
576,33884,8,0x22005440
577,35183,8,0x220a1180
578,34896,8,0x2213cec0
579,37781,8,0x221d8c00
580,33604,8,0x22274940
581,34848,8,0x22310680
582,34692,8,0x223ac3c0
583,33436,8,0x22448100
584,34566,8,0x224e3e40
585,36024,8,0x2257fb80
586,34380,8,0x2261b8c0
587,34395,8,0x226b7600
588,33979,8,0x22753340
589,35796,8,0x227ef080
590,34170,8,0x2288adc0
591,33504,8,0x22926b00
592,34053,8,0x229c2840
593,35402,8,0x22a5e580
594,34833,8,0x22afa2c0
595,38116,8,0x22b96000
596,34082,8,0x22c31d40
597,35150,8,0x22ccda80
598,35354,8,0x22d697c0
599,38026,8,0x22e05500
600,35831,8,0x22ea1240
601,35590,8,0x22f3cf80
602,34085,8,0x22fd8cc0
603,34441,8,0x23074a00
604,63280,8,0x23110740
605,36108,8,0x231ac480
606,34159,8,0x232481c0
607,35225,8,0x232e3f00
608,34432,8,0x2337fc40
609,34448,8,0x2341b980
610,34127,8,0x234b76c0
611,38624,8,0x23553400
612,34716,8,0x235ef140
613,34983,8,0x2368ae80
614,34777,8,0x23726bc0
615,35295,8,0x237c2900
616,34646,8,0x2385e640
617,34220,8,0x238fa380
618,34351,8,0x239960c0
619,35274,8,0x23a31e00
620,35248,8,0x23acdb40
621,35289,8,0x23b69880
622,34057,8,0x23c055c0
623,35190,8,0x23ca1300
624,34182,8,0x23d3d040
625,34728,8,0x23dd8d80
626,34420,8,0x23e74ac0
627,38923,8,0x23f10800
628,34745,8,0x23fac540
629,35191,8,0x24048280
630,37464,8,0x240e3fc0
631,34989,8,0x2417fd00
632,33822,8,0x2421ba40
633,34328,8,0x242b7780
634,34538,8,0x243534c0
635,34893,8,0x243ef200
636,34669,8,0x2448af40
637,34926,8,0x24526c80
638,35482,8,0x245c29c0
639,34595,8,0x2465e700
640,33824,8,0x246fa440
641,34181,8,0x24796180
642,34011,8,0x24831ec0
643,38272,8,0x248cdc00
644,33785,8,0x24969940
645,33870,8,0x24a05680
646,35043,8,0x24aa13c0
647,35621,8,0x24b3d100
648,33847,8,0x24bd8e40
649,33796,8,0x24c74b80
650,33748,8,0x24d108c0
651,35180,8,0x24dac600
652,34228,8,0x24e48340
653,35412,8,0x24ee4080
654,35623,8,0x24f7fdc0
655,34896,8,0x2501bb00
656,34137,8,0x250b7840
657,33741,8,0x25153580
658,35038,8,0x251ef2c0
659,38812,8,0x2528b000
660,34533,8,0x25326d40
661,35138,8,0x253c2a80
662,34565,8,0x2545e7c0
663,34343,8,0x254fa500
664,34913,8,0x25596240
665,34333,8,0x25631f80
666,33852,8,0x256cdcc0
667,34662,8,0x25769a00
668,34409,8,0x25805740
669,35229,8,0x258a1480
670,34638,8,0x2593d1c0
671,35018,8,0x259d8f00
672,35003,8,0x25a74c40
673,35188,8,0x25b10980
674,34273,8,0x25bac6c0
675,38365,8,0x25c48400
676,34914,8,0x25ce4140
677,35272,8,0x25d7fe80
678,34217,8,0x25e1bbc0
679,34738,8,0x25eb7900
680,33945,8,0x25f53640
681,35367,8,0x25fef380
682,34490,8,0x2608b0c0
683,35087,8,0x26126e00
684,34264,8,0x261c2b40
685,35132,8,0x2625e880
686,34139,8,0x262fa5c0
687,35077,8,0x26396300
688,34215,8,0x26432040
689,34417,8,0x264cdd80
690,33896,8,0x26569ac0
691,38073,8,0x26605800
692,35807,8,0x266a1540
693,34892,8,0x2673d280
694,34554,8,0x267d8fc0
695,34420,8,0x26874d00
696,34657,8,0x26910a40
697,34924,8,0x269ac780
698,34203,8,0x26a484c0
699,35937,8,0x26ae4200
700,35783,8,0x26b7ff40
701,34629,8,0x26c1bc80
702,34857,8,0x26cb79c0
703,35583,8,0x26d53700
704,35055,8,0x26def440
705,35268,8,0x26e8b180
706,33723,8,0x26f26ec0
707,39687,8,0x26fc2c00
708,34356,8,0x2705e940
709,37760,8,0x270fa680
710,41399,8,0x271963c0
711,35781,8,0x27232100
712,34443,8,0x272cde40
713,34401,8,0x27369b80
714,34302,8,0x274058c0
715,34431,8,0x274a1600
716,34291,8,0x2753d340
717,34524,8,0x275d9080
718,54055,8,0x27674dc0
719,36235,8,0x27710b00
720,36007,8,0x277ac840
721,37339,8,0x27848580
722,36509,8,0x278e42c0
723,39837,8,0x27980000
724,35292,8,0x27a1bd40
725,36073,8,0x27ab7a80
726,35727,8,0x27b537c0
727,36189,8,0x27bef500
728,36318,8,0x27c8b240
729,36551,8,0x27d26f80
730,36847,8,0x27dc2cc0
731,35757,8,0x27e5ea00
732,34688,8,0x27efa740
733,34650,8,0x27f96480
734,37230,8,0x280321c0
735,35967,8,0x280cdf00
736,35353,8,0x28169c40
737,36112,8,0x28205980
738,36010,8,0x282a16c0
739,39676,8,0x2833d400
740,35086,8,0x283d9140
741,36371,8,0x28474e80
742,35513,8,0x28510bc0
743,36065,8,0x285ac900
744,36373,8,0x28648640
745,36576,8,0x286e4380
746,37028,8,0x287800c0
747,34633,8,0x2881be00
748,35388,8,0x288b7b40
749,36432,8,0x28953880
750,37410,8,0x289ef5c0
751,36625,8,0x28a8b300
752,35566,8,0x28b27040
753,36053,8,0x28bc2d80
754,36866,8,0x28c5eac0
755,40779,8,0x28cfa800
756,35771,8,0x28d96540
757,35631,8,0x28e32280
758,36236,8,0x28ecdfc0
759,36859,8,0x28f69d00
760,35597,8,0x29005a40
761,37022,8,0x290a1780
762,36628,8,0x2913d4c0
